gene_id,MC10-IP,MC10-Input,MC21-IP,MC21-Input,MC22-IP,MC22-Input,MC9-IP,MC9-Input,Petro11-IP,Petro11-Input,Petro12-IP,Petro12-Input,Petro23-IP,Petro23-Input,Petro24-IP,Petro24-Input
MSTRG.50978,1,1,1,1,2412,47,1,86,1,1,1,1,138,1,1,1
MSTRG.48691,1,36,1,1,1,79,1,6,1,47,1,168,1,279,148,129
MSTRG.11965,3,761,186,590,1,527,1,90,91,472,1,717,1,637,1,384
MSTRG.50298,1,197,36,181,1,299,1,263,115,210,1,531,1,448,1,301
MSTRG.27235,1,204,202,67,1,152,1,148,1,139,1,376,1,346,27,242
MSTRG.22623,1,366,516,226,7,228,1,531,106,122,1,250,1,145,1,88
MSTRG.17835,1924,2049,4872,1252,169,1297,593,1475,431,739,11,2077,1,1025,131,668
MSTRG.7559,1,32,1,1,1,65,1,1,1,189,1,700,1,403,88,220
MSTRG.30819,1,294,249,167,48,245,1,319,309,177,1,475,1,382,49,165
MSTRG.25713,1,76,352,73,1,231,1,216,355,149,34,317,1,400,54,215
MSTRG.28447,1,143,811,197,1,22,1,66,1,154,1,150,1,169,130,116
MSTRG.1442,1,95,2,30,1,49,236,62,154,48,14,103,1,96,1,51
MSTRG.22945,1,20,568,1,1,6,1,1,1,1,1,9,1,71,1,18
MSTRG.23841,1,1829,1,1883,3549,2522,1,1734,1052,2516,1119,5327,430,8047,1293,4450
MSTRG.43239,1,64,334,39,1,99,1,85,4,37,1,25,1,139,74,22
MSTRG.42959,1,96,1,44,1,106,1,88,418,176,1,392,1,351,72,236
MSTRG.1358,1,845,1,380,1,651,1,651,1,382,266,2023,1729,772,1,946
MSTRG.38906,1,272,283,238,2,253,693,330,1,176,1,449,1,208,1,118
