gene_id,MC10-IP,MC10-Input,MC21-IP,MC21-Input,MC22-IP,MC22-Input,MC9-IP,MC9-Input,Petro11-IP,Petro11-Input,Petro12-IP,Petro12-Input,Petro23-IP,Petro23-Input,Petro24-IP,Petro24-Input
MSTRG.2659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.29513,1,27,1,17,1,6,1,1,1,43,1,89,1,83,1,55
MSTRG.21018,1,1,1,1,1,1,1,2,1,1,1,1,1,21,1,1
MSTRG.21019,673,7157,3951,5095,4772,8103,647,6697,2938,6843,3839,14823,2194,14252,1149,7367
MSTRG.21016,1,264,1,257,1,214,1,386,1,163,1,352,1,376,1,152
MSTRG.21017,1,165,404,71,1,100,1,201,1,70,68,353,1,148,1,76
MSTRG.21014,1,3,1,1,1,13,1,4,1,8,1,5,2,34,1,13
MSTRG.21015,1,4,1,2,1,1,1,17,2,2,1,1,6,1,2,2
MSTRG.21012,1,3,1,21,1,22,1,1,1,1,1,1,1,27,1,7
MSTRG.21013,1,1,1,1,1,2,1,1,166,1,1,1,1,1,1,1
MSTRG.21010,1,14,1,20,1,15,1,1,1,6,1,1,1,10,1,1
MSTRG.21011,7955,4811,8520,4150,5893,3712,2152,5806,2587,3006,3234,9061,5975,2764,718,3290
gene5401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.7980,1,1,1,1,1,1,1,13,1,1,1,23,1,1,1,1
MSTRG.29512,1,78,1,42,1,17,1,36,1,31,1,41,128,81,1,41
gene5409,1,12,1,1,1,1,1,2,1,1,1,6,1,1,1,1
MSTRG.34487,1,8,1,1,1,40,1,50,1,31,1,6,1,1,1,43
MSTRG.34486,2,507,22,540,665,445,39,502,40,249,178,616,1,504,155,299
MSTRG.34485,1,48,1,63,2,97,1,72,1,37,2,157,1,154,24,93
MSTRG.34484,1,61,1,34,1,48,1,62,1,25,212,167,1,198,1,118
MSTRG.34483,1,460,300,309,1,437,1,276,472,477,338,2144,230,1510,402,965
MSTRG.34482,68,183,175,476,1043,200,1,448,1,317,1,474,1,475,1,241
MSTRG.34481,1,6,1,1,1,1,1,32,1,1,1,1,1,1,1,1
MSTRG.34480,1,42,1,59,705,54,1,115,1,48,1,130,1,153,1,58
MSTRG.37662,105,868,679,682,4,486,3,589,3,476,436,1043,1,580,18,335
MSTRG.37663,1,9,1,1,1,18,1,4,1,10,1,26,1,5,1,30
MSTRG.37660,1,7,1,26,1,10,1,30,1,4,1,4,1,1,1,4
MSTRG.37661,180,383,337,156,1,307,1,446,62,404,4,839,1,299,34,181
MSTRG.37666,1,13,1,5,1,4,1,18,1,3,1,1,1,4,1,2
MSTRG.37667,1,266,1,223,1,175,1,456,311,154,1,480,507,122,1,141
MSTRG.34489,1,17,1,40,10,19,1,41,1,12,1,27,1,20,1,43
MSTRG.34488,1,15,1,2,1,12,1,2,1,5,1,17,1,6,1,5
MSTRG.35449,1,2,1,1,1,1,1,1,1,1,1,1,1,12,1,1
gene29293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.13793,1,90,1,81,1,15,1,7,1,21,1,59,1,191,5,32
MSTRG.6618,1,97,1,46,1,103,1,79,1,38,1,138,1,113,1,53
MSTRG.34158,1,175,1,1,211,125,1,183,1,1,1,1,1,1,1,1
gene26260,1,1,1,1,1,5,1,1,1,6,1,6,1,1,1,1
MSTRG.28479,1,28,1,15,1,24,1,5,1,12,1,29,1,23,1,22
MSTRG.28478,1,20,1,1,1,29,1,32,1,21,1,26,1,11,1,18
MSTRG.34151,1,1,1,1,1,1,1,1,1,8,1,34,1,1,1,9
MSTRG.34150,1,1,1,1,1,12,1,1,1,3,1,31,1,5,1,3
MSTRG.28475,1,98,1,249,1,70,1,36,1,98,3,254,1,152,180,54
MSTRG.34152,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1
MSTRG.34155,1,1,1,13,1,1,1,4,1,1,1,1,1,1,1,1
MSTRG.28472,1,10,1,20,1,1,1,16,1,1,1,1,1,1,1,5
MSTRG.6616,1,1,1,25,1,1,1,1,1,1,1,8,1,1,1,1
MSTRG.28470,1,59,1,121,1,38,1,83,53,41,50,78,1,71,1,43
MSTRG.32770,1,8,1,1,1,12,1,3,1,7,1,31,1,1,1,7
MSTRG.37598,1,11,1,1,1,12,1,32,1,28,1,7,1,4,1,11
MSTRG.37599,1,40,1,26,1,80,1,26,1,43,1,46,1,1,1,49
MSTRG.37594,1,29,1,3,1,1,1,1,1,1,1,1,1,3,1,7
MSTRG.38864,1,493,1,790,170,776,1,882,1,777,4,1411,1,1006,35,690
MSTRG.38867,1,51,1,23,1,30,1,78,1,34,1,76,2,45,1,7
MSTRG.38866,9,1793,1732,1839,8098,3567,109,932,5216,6985,5792,15419,16029,26574,4074,11926
MSTRG.38861,1,162,1,71,1,108,1,108,1,83,69,144,1,175,1,75
MSTRG.37591,1,2,77,16,1,6,1,34,1,1,1,29,1,1,1,2
MSTRG.38863,3,10,1,5,3,13,1,7,4,6,4,9,41,21,17,21
MSTRG.38862,32,102,46,43,34,52,26,27,20,48,463,97,28,113,7,104
MSTRG.32775,1,9,1,33,1,1,1,5,1,3,1,1,1,1,1,1
MSTRG.19117,1,1,1,1,1,2,1,1,1,15,1,31,1,32,1,16
MSTRG.27321,498,642,971,346,84,463,119,721,195,770,1188,1189,17,1149,120,622
MSTRG.24659,1,232,9,65,1,112,1,164,1,150,1,227,1,126,1,168
MSTRG.28514,1,82,1,37,1,23,1,16,1,11,1,19,1,1,1,6
gene764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene18019,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1
MSTRG.47306,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.11162,1,1,1,1,1,1,1,1,129,23,1,81,1,118,1,86
MSTRG.31238,1,143,1,88,1,123,1,190,1,92,1,239,1,146,1,79
gene763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.27327,1,77,527,51,1,29,1,20,1,39,1,73,1,4,1,19
MSTRG.20569,1,11,1,14,1,1,1,1,1,18,1,51,1,8,1,9
MSTRG.47304,1,8,1,13,1,1,1,1,1,2,1,1,1,1,1,1
MSTRG.7569,1,79,1,94,1,81,1,109,1,83,86,211,1,51,54,59
MSTRG.7568,1,1,1,1,1,1,1,1,1,12,1,18,1,1,1,1
MSTRG.10914,1,77,1,258,1,55,1,38,1,22,1,122,1,25,1,39
gene9405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene32294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.7560,1,107,985,23,15,81,1,35,54,145,1,409,2,285,22,208
MSTRG.7563,1,14,1,2,1,20,1,38,1,20,1,10,1,80,1,40
MSTRG.7562,1,25,1,18,1,10,1,9,1,20,1,40,1,94,1,49
gene761,1,10,1,1,1,1,1,6,1,1,1,22,1,1,1,5
gene32291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene32292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.7566,1,1,1,1,1,1,1,1,1,7,1,12,1,9,1,1
MSTRG.23568,1,61,1,32,1,87,1,69,1,32,1,78,1,81,1,48
MSTRG.23569,1,34,1,51,1,45,1,1,1,24,1,127,1,97,153,92
MSTRG.23564,1,37,5,6,1,1,1,58,1,1,1,77,1,30,1,1
MSTRG.23565,1,430,1,365,1,485,1,502,538,269,1,756,1,423,33,388
MSTRG.23566,1,102,1,117,1,149,1,82,408,104,1,184,1,175,1,61
MSTRG.47305,6,10,11,27,5,4,6,5,4,4,7,5,7,4,1,6
MSTRG.23560,1,2,1,24,1,7,1,8,1,1,1,1,1,1,1,2
MSTRG.23561,1,11,1,54,1,12,1,86,1,4,1,9,1,1,1,3
MSTRG.23562,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.23563,1,162,1,86,1,102,1,210,1,150,1,287,1,128,19,150
MSTRG.27418,1,25,1,1,1,26,1,1,1,30,1,44,1,42,1,35
MSTRG.27419,1,38,1,1,1,1,1,1,1,5,1,6,1,1,1,1
MSTRG.27414,1,60,1,48,1,81,1,113,1,4,1,5,1,1,1,1
MSTRG.27415,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.27416,1,1,1,1,284,17,1,5,1,1,3,8,1,3,1,1
MSTRG.27417,1,92,1,198,232,134,1,89,1,111,1,150,1,158,432,196
MSTRG.27410,1,576,43,587,1,489,193,423,276,332,95,1022,1,429,1,249
MSTRG.27411,1,22,1,1,1,17,1,71,1,16,1,5,1,11,1,32
MSTRG.27412,1,6,1,1,1,3,1,2,1,1,1,1,1,1,72,3
MSTRG.27413,1,65,1,1,1,4,1,13,1,1,1,4,1,6,1,5
MSTRG.29061,1,1,1,23,1,1,1,1,1,4,1,1,1,1,1,1
MSTRG.20564,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1
gene12710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
gene12716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.28515,1,4,1,12,1,1,1,6,1,1,1,1,1,1,1,15
MSTRG.29067,1,36,1,3,1,7,1,1,1,1,1,8,1,10,1,1
gene12719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene12718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.29066,1,182,1,155,688,220,1,234,1,218,1,424,1,247,17,206
MSTRG.46671,1,39,1,8,1,35,1,8,1,1,1,1,1,3,1,1
MSTRG.46670,1,100,1,96,1,106,1,149,94,99,32,298,1,143,1,151
MSTRG.46673,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,7
gene15720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene15727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.46674,1,8,1,1,1,1,1,3,1,1,1,1,1,11,2,3
gene15725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.46676,1,846,587,510,3,302,1,1023,79,233,40,657,1,200,1,283
MSTRG.46679,1,1,1,1,1,1,1,1,1,7,1,6,1,1,1,4
MSTRG.46678,1,40,1,40,1,23,1,26,1,35,1,78,1,219,152,107
gene15729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene15728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene23344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene23347,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
MSTRG.49625,1,19,1,1,1,1,1,13,1,1,1,1,1,1,1,1
MSTRG.29069,1,1,1,3,1,1,168,1,1,1,1,1,1,11,1,1
MSTRG.9466,1,5,1,43,1,3,1,16,1,7,1,1,1,4,1,1
MSTRG.2931,1,187,1260,275,1,187,1,170,408,119,1,348,1,403,245,234
MSTRG.29417,1,1,1,1,1,1,1,1,1,6,39,34,1,58,20,44
gene9528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.2930,1,3,1,16,1,5,1,1,1,1,1,1,1,2,1,4
gene3224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
gene3225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene3223,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.22297,1,94,1,12,1,102,1,77,1,41,1,317,1,198,1,99
MSTRG.31869,1,1,1,1,1,5,1,1,1,1,1,34,1,1,1,6
gene3220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.24840,26,1,1,1,9,4,1,1,1,1,1,6,1,1,1,1
MSTRG.2936,1,46,7,1,1,47,1,22,1,79,32,236,1926,357,142,187
MSTRG.23603,1,56,1,67,1,16,1,141,1,1,1,13,1,1,1,10
MSTRG.9509,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.23700,1,1,1,10,1,1,1,42,1,1,1,46,1,1,1,1
MSTRG.24031,1,138,1,136,1,277,1,118,1,163,1,523,1,278,177,227
MSTRG.24030,1,102,152,192,1,207,1,108,1,166,1,445,1,571,49,284
MSTRG.24037,1,1,1,1,1,7,1,17,1,1,1,1,1,1,1,1
MSTRG.24036,1,7,1,1,1,1,1,15,1,1,1,1,1,10,1,1
MSTRG.24035,1,1,1,1,1,1,1,34,1,1,1,1,1,1,1,1
MSTRG.2938,1,107,1,76,1,191,1,136,106,182,221,527,1161,439,163,305
MSTRG.8155,1,7,1,1,1,1,1,1,1,1,1,31,1,15,1,1
MSTRG.24039,1,1,1,1,1,2,1,15,1,1,1,1,1,1,1,1
MSTRG.24038,1,6,1,1,1,14,1,6,1,17,34,19,1,42,1,4
MSTRG.35152,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.35153,1,895,1054,597,1,684,1,606,232,688,401,1923,909,799,81,454
MSTRG.18232,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.8345,1,1,1,1,1,25,1,1,1,13,1,10,1,1,1,6
MSTRG.5091,1,3,1,1,1,2,1,3,1,3,1,1,1,14,1,5
MSTRG.23705,1,1,1,1,1,1,1,1,1,1,1,16,1,6,1,1
MSTRG.25926,1,809,83,575,1018,603,43,668,367,456,270,892,607,751,6,466
MSTRG.25927,4,677,1278,537,3,684,55,475,162,432,383,1110,3,409,137,242
MSTRG.25924,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.25925,5,1,142,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.25922,1,17,1,10,1,8,1,1,1,12,2,19,1,1,1,15
MSTRG.25923,1,44,1,14,1,43,15,14,6,55,67,79,7,254,28,42
MSTRG.25920,1,103,1,119,1,63,1,124,1,34,1,21,336,63,1,35
MSTRG.25921,1,14,1,30,1,26,1,16,1,22,1,59,1,52,1,37
MSTRG.5097,330,89,205,150,1,124,1,171,73,180,161,355,1,188,5,190
gene3229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.25928,1,132,1,206,407,74,1,125,49,21,1,39,1,41,1,11
MSTRG.25929,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2
MSTRG.5095,1,3,1,14,1,3,1,1,1,1,1,2,1,1,1,3
MSTRG.5094,1,1,1,1,1,1,1,27,1,1,1,1,1,1,1,1
MSTRG.47100,1,101,18,91,1,18,1,31,1,12,51,138,1,41,1,15
MSTRG.47101,1,1,1,55,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.47102,1,17,1,34,1,9,1,30,1,35,1,39,1,21,83,21
MSTRG.47103,1,1,1,1,428,1,1,5,1,2,1,1,1,1,1,1
MSTRG.47104,1,660,631,606,1413,1082,1,369,876,1431,1431,3074,3987,4452,682,2374
MSTRG.47105,805,646,1338,648,1404,731,1,264,1815,1181,1325,3502,3258,3447,609,1824
MSTRG.47106,1,5,1,1,1,8,1,1,1,7,1,1,1,18,1,6
MSTRG.47107,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.47108,1,1,1,1,1,4,1,39,1,20,1,41,1,27,12,19
MSTRG.47109,1,3,1,1,1,1,1,8,1,4,1,11,1,1,1,4
MSTRG.5099,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1
MSTRG.35159,1,50,1,44,1,43,449,54,78,112,3,84,1,208,1,129
MSTRG.45730,1,1,1,11,1,1,1,1,1,1,1,2,1,1,1,1
MSTRG.47229,1,428,1,606,82,1144,1,562,1,976,366,1936,539,1847,99,1373
MSTRG.32895,1,10,1,1,1,2,1,3,1,21,6,2,1,10,1,13
MSTRG.49624,1,1,2,38,1,58,1,1,1,33,51,71,1,42,24,35
MSTRG.39424,1,1,1,1,1,1,1,1,1,1,1,10,162,12,1,7
gene28164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.24418,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
MSTRG.47228,1,6,1,1,1,48,1,20,1,28,429,79,1,212,1,60
MSTRG.27519,1,9,1,1,1,1,1,3,1,5,1,1,34,11,1,1
gene18838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene18839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.7359,944,175,1,221,325,91,1,319,1,126,1,318,1,128,21,158
gene28162,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene31660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.15509,1,1,1,51,1,1,1,86,1,55,1,1,1,103,1,61
MSTRG.9922,1,1,1,1,1,1,1,1,1,13,156,183,1,55,1,41
gene16461,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1
gene2735,1,64,1,119,1,13,1,44,1,14,1,86,1,34,1,66
MSTRG.9926,1,24,1,1,1,20,1,62,1,21,1,21,1,17,1,6
gene31666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene8774,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1,1
MSTRG.9924,1,11,2,6,1,1,1,25,1,10,1,1,1,1,1,1
MSTRG.15316,1,195,353,18,1,69,1,109,1,56,1,200,1,62,27,25
MSTRG.36474,1,73,1,161,1,145,1,40,1,226,1,572,1,713,202,249
MSTRG.25074,1,228,1,475,129,241,1,233,1,345,1,808,188,1106,1,353
MSTRG.25075,1,40,1,40,1,1,1,27,1,11,1,7,1,5,1,1
MSTRG.25076,1,1,1,17,1,1,1,1,1,2,1,1,1,1,1,1
MSTRG.25077,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.25070,99,1342,2939,462,3049,1166,1,752,895,380,172,876,903,982,57,276
MSTRG.25071,1,30,1,5,1,6,1,10,1,9,1,40,1,9,1,18
MSTRG.25072,1,109,1,191,1,74,1,62,1,63,2,181,1,141,1,73
MSTRG.25073,1,9,1,27,1,25,1,30,1,17,40,45,1,73,41,39
MSTRG.15317,1,684,362,572,3,465,1,667,1301,551,1,1369,1,627,31,540
MSTRG.25078,1,1,1,27,1,1,1,1,1,2,1,1,1,1,1,1
MSTRG.25079,90,604,22,499,1152,783,1,900,729,739,159,1743,1,841,44,534
MSTRG.21979,131,5,1,4,1,4,1,12,1,4,1,2,1,3,1,1
MSTRG.21978,1,333,1,384,1,495,1,434,24,188,138,700,44,326,1,261
MSTRG.25305,1,482,557,383,868,422,1,676,263,356,76,699,642,406,74,313
MSTRG.44918,1,1,1,1,1,6,1,39,1,8,1,1,1,1,1,6
MSTRG.21971,1,122,470,81,1,205,1,33,388,271,1,831,1,928,310,817
MSTRG.25302,1,16,1,1,1,1,1,1,1,6,1,1,1,1,1,1
MSTRG.21973,1,89,1,92,1,116,1,88,1,104,1,199,1,251,1,119
MSTRG.21972,1,56,1,33,1,28,1,47,347,1,1,148,1,16,1,39
MSTRG.21975,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1
MSTRG.21974,1,1,1,1,1,1,1,1,1,3,1,11,1,1,1,1
MSTRG.21977,1,1,2,1,1,1,1,8,1,1,1,1,342,1,1,1
MSTRG.37421,2,4,1,17,1,5,1,2,1,23,1,11,1,24,1,5
gene20709,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1
gene20708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.37422,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.35667,1,27,4,76,1,2,2,14,1,13,1,22,1,24,1,19
MSTRG.15314,1,16,1,6,125,1,2,1,1,4,1,18,1,5,1,1
gene25950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene3954,1,12,1,1,1,9,1,1,1,1,1,11,1,1,1,5
MSTRG.41657,1,1,1,41,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.41654,1,1,1,1,1,18,1,7,1,194,1,419,1,1256,207,582
MSTRG.42631,1,1,1,1,1,1,1,6,1,6,1,1,400,29,1,8
MSTRG.49622,1,82,1,26,1,6,1,181,10,3,1,6,1,39,1,5
gene19240,1,5,1,1,1,8,1,1,1,1,1,1,1,1,1,9
MSTRG.30548,1,9,1,1,1,1,1,37,1,1,1,1,1,10,1,1
MSTRG.7354,1,1,1,6,1,1,1,1,1,1,1,1,1,14,1,1
MSTRG.41653,1,153,214,50,1,156,1,112,1,62,1,148,842,119,4,86
gene10603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene10602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene10601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene10600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene10607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene10606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene10605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene10604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.7352,1,1,1,1,1,1,1,1,1,2,1,6,1,4,1,1
gene10609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene10608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene30339,1,3,1,1,1,10,1,1,1,10,1,14,1,29,1,8
gene30338,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
MSTRG.7353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.45616,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.48221,1,1,1,13,1,1,1,2,1,1,1,1,1,1,1,2
MSTRG.45614,1,1,1,1,1,1,1,1,1,16,1,34,1,1,1,36
MSTRG.45615,1,11,1,1,1,4,1,4,1,1,2,1,1,10,1,6
MSTRG.48224,1,2,1,2,3,1,2,2,1,2,1,2,3,2,3,1
gene16957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.45610,1,25,13,128,2,12,1,20,1,9,1,6,1,5,1,7
MSTRG.48227,1,2,5,21,3,2,2,4,1,2,1,2,3,3,3,1
MSTRG.48228,1,1,641,33,1,1,1,13,1,1,1,11,1,11,1,1
MSTRG.48229,1,1,1,1,1,11,1,38,1,9,1,77,1,14,1,16
gene17379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.18495,1,13,1,12,1,7,1,1,1,11,1,19,1,4,1,28
MSTRG.45618,1,17,1,2,1,1,1,4,1,7,1,1,1,1,1,1
MSTRG.45619,1,1,1,1,1,1,1,12,1,1,1,2,1,1,1,1
MSTRG.41506,1,38,1,1,1,2,1,8,1,1,1,1,1,1,1,1
MSTRG.42639,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.41504,1,5,1,1,1,6,1,13,1,1,1,1,1,3,1,7
MSTRG.41505,1,1,1,1,1,2,1,11,1,1,1,1,1,4,1,1
MSTRG.41502,1,9,624,10,3,1,1,2,3,1,1,1,1,1,1,4
MSTRG.41503,1,1,2,1,1,1,1,42,1,1,1,1,1,1,1,1
MSTRG.41500,1,2,1,1,1,1,1,39,1,1,1,1,1,1,1,2
MSTRG.41501,1,8,1,1,1,1,1,26,1,3,1,49,1,1,1,11
MSTRG.41508,1,3,1,2,1,1,1,10,1,1,1,1,1,4,1,3
MSTRG.41509,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1
MSTRG.13927,1,19,1,1,1,9,1,1,1,1,1,1,1,1,1,1
MSTRG.13926,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1
MSTRG.26529,1,1,444,1,1,16,1,1,1,1,1,39,1,68,1,22
MSTRG.13924,1,18,1,1,1,30,2,17,1,6,1,36,1,23,1,10
MSTRG.13923,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.13922,1,4,1,1,1,25,1,24,1,1,1,2,1,32,1,6
MSTRG.13921,1,30,289,10,30,49,1,30,67,61,1,135,1,104,1,143
MSTRG.13920,65,722,2452,409,2643,659,212,489,416,707,287,1463,124,1023,435,804
MSTRG.26523,1,48,1,84,1726,119,1,38,1,53,1,210,1,84,1,64
MSTRG.26522,366,662,6450,449,2980,255,1,513,417,285,1,640,469,271,302,244
MSTRG.26521,1,80,124,12,1,23,24,44,1,33,1,91,1,39,1,83
MSTRG.26520,1,1,1,1,1,10,1,1,1,4,1,1,1,1,1,10
MSTRG.26527,7143,8118,17560,5436,32516,10717,2454,5166,14993,15122,18615,31870,51461,48979,16029,26882
MSTRG.26526,1,23,58,9,1,25,1,24,1,7,57,32,1,34,31,18
MSTRG.26525,1,1,1,18,1,1,1,1,1,6,1,1,1,5,1,1
MSTRG.13928,1,15,1,1,1,10,1,5,1,4,1,1,1,15,1,15
gene19006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.12038,1,12,1,11,1,10,1,11,1,1,1,1,1,3,1,1
MSTRG.12039,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1
gene19003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.12032,1,1,1,1,1,10,1,1,1,1,1,14,1,26,1,22
MSTRG.12033,1,7,1,1,8,1,1,16,1,1,1,1,1,3,1,5
MSTRG.12030,29,15,241,15,1,9,1,6,1,6,1,3,1,4,1,4
MSTRG.12031,1,2,1,1,1,11,1,2,1,1,1,1,1,1,1,1
MSTRG.12036,1,1,1,10,1,1,1,1,1,1,1,4,1,1,1,1
MSTRG.12037,1,1,1,15,1,1,1,1,1,1,1,7,1,1,1,1
MSTRG.12034,1,1,1,1,1,1,1,1,1,1,1,12,1,9,1,1
MSTRG.12035,1,102,1,63,1,84,1,138,1,87,1,182,1,113,1,50
MSTRG.43940,1,14,1,1,1,10,1,1,1,1,1,1,1,1,1,8
MSTRG.25874,1954,7899,7654,5379,6918,5252,1254,7357,1823,2988,1414,8427,1968,9507,794,5283
MSTRG.46137,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.3457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13
MSTRG.17718,1,4,1,1,1,1,1,10,1,1,1,1,1,1,1,1
MSTRG.17719,1,4,1,1,1,7,1,2,1,3,1,13,1,1,1,2
MSTRG.3456,1,7,1,1,1,15,1,1,1,25,1,35,1,27,1,38
gene30636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
MSTRG.17710,1,7,1,2,1,4,1,5,1,1,1,1,1,36,1,8
MSTRG.43944,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.17712,1,3,1,28,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.17713,1,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.17714,1,3,1,1,1,16,1,11,1,1,1,1,1,1,1,1
MSTRG.17715,1,8,1,1,1,1,1,4,1,1,1,13,1,1,1,1
MSTRG.17716,1,4,1,10,1,1,1,1,1,3,1,18,1,12,16,3
MSTRG.3450,1,25,1,7,3,10,1,33,1,17,2,38,1,15,1,7
MSTRG.44026,1,2,1,17,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.3079,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1
MSTRG.3078,1,1,1,1,1,1,1,1,1,1,1,1,1,21,1,1
gene28903,1,6,1,1,1,5,1,1,1,19,1,19,1,1,1,1
MSTRG.43946,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1
MSTRG.3073,1,1,1,15,1,7,1,3,1,1,1,32,1,1,1,3
MSTRG.3072,1,1,1,34,1,1,1,2,1,1,1,1,1,1,1,4
MSTRG.3071,1,1,1,1,1,11,1,1,1,3,1,2,1,3,1,1
MSTRG.3070,27,110,37,27,103,77,1,46,9,65,83,66,17,29,4,79
MSTRG.3077,1,1,1,1,1,1,1,10,1,8,1,11,1,27,1,1
